10478,无效的时间标记
10480,不允许修改
10482,跨交易所会员字段为空
10486,无效PBU名称
10488,无效的PBU ID
10490,无效的PBU 类别
10492,参与者业务单元已分配了下一级PBU
10498,交易所身份权限不足
10500,HOSTSEC初始化失败
10502,权限不足
10504,活动状态权限不足
10506,代表身份权限不足
10508,PBU状态为停止交易或者PBU未激活
10510,不同PBU的交易要求被拒绝
10514,非高级的交易员
10516,非交易员活动状态
10518,未授权状态
10520,该执行限制对接受剩余订单无效
10522,产品群已经存在
10524,PBU不能输入买方订单
10528,无效的市场代码
10532,无效的产品组代码
10534,无效的PBU ID
10536,无效参与者业务单元群组
10540,参与者业务单元仍然处于激活状态
10544,指定的产品群中还有相关联的产品
10546,PBU不能输入卖方订单
10548,无效产品组代码
10550,无效产品组类型
10552,产品组已经存在
10554,已经有产品分配给了将被删除的产品组
10558,产品组已经分配了产品
10560,买方订单不能为零手
10562,卖方订单不能为零手
10564,不存在的产品群
10566,交易时段未定义
10568,订单类型和交易模型不匹配
10570,TP_TICSIZ 数据错误
10572,产品未被配置至市场或产品群
10574,部分产品未得到处理
10576,无效的市场状态
10578,不允许进行产品群的状态转换
10590,订单的数量不是整手数
10596,订单价格未遵循最小价格单位规则
10604,被撤申报不存在
10606,投资者帐户类型对报价无效
10608,错误的止损限价
10610,找不到指定订单
10616,无效的交易模型代码
10618,无效的匹配优先级代码
10620,无效的竞价数量分配方案
10622,无效的竞价匹配算法
10630,不允许改变过去的时段或把将来的时段改到过去
10632,当前改变与下次时段改变之间的时差太短
10636,产品必须处于暂停状态
10640,错误的查询日期
10642,错误的查询限价
10644,查询结束
10646,无查询结果
10648,集合竞价剩余量分配方式未知
10660,PBU无分配产品组
10662,用户群组，产品组写入错误
10664,币别不存在
10666,币别已经存在
10668,产品没有分配给子群组
10670,PBU没有被分配特许权限
10672,子群组没有被分配任何做市商特许权限
10674,无效的用户ID
10676,由于用户是DEFMBR,系统拒绝访问
10678,用户不存在
10680,用户已经存在
10682,无效的Agent标记,只能是Y或N
10684,无效的Proprietary标记,只能是Y或N
10686,无效的Senior标记,只能是Y或N
10688,无效的Market Maker标记,只能是Y或N
10690,试图成为Market Maker类型，但是目前尚不是Proprietary类型
10694,试图删除PBU管理者被拒绝
10696,无效的交易员状态
10698,由于用户是MBRSPV,系统拒绝访问
10700,订单数量小于最小协商订单交易数量
10702,投资者帐户与PBU无指定交易关系
10704,投资者帐户的指定交易关系未被激活
10706,投资者帐户已被暂停
10708,投资者帐户类型对该产品无效
10712,无效投资者帐户
10716,无效的协商订单信息类型
10722,无效的结算日期
10726,无效的协商订单
10730,无效的场外交易产品
10732,用户不存在或者已经被删除
10734,不能计算收盘价
10738,收市时段已经开始
10740,该订单申报的业务已结束
10744,超出当日最高、最低成交价范围
10746,交易币种不匹配
10748,产品不匹配
10750,订单类型不匹配
10752,订单买卖方向不匹配
10754,系统状态编号不存在
10756,无目标地址
10758,订单数量不匹配
10760,订单价格不匹配
10762,该产品无做市商
10764,对手方PBU不匹配
10766,协商订单号不匹配
10768,结算代码不匹配
10770,结算日期不匹配
10772,结算币种不匹配
10774,产品被暂停场外交易
10776,产品被暂停协商交易
10780,日期已存在
10782,日期不多于当前日期两天
10784,日期不早于八天前
10786,对指定的产品没有设置许可证信息
10788,消息长度不正确
10790,托管PBU不存在
10792,用户上下文内容太长
10794,投资者账户不存在
10796,不允许创建指定交易关系
10798,无效类型
10800,投资者和当前PBU已经存在指定交易关系
10806,不允许撤销指定交易关系
10808,无效状态
10812,不存在指定交易关系
10820,请求被拒绝:基础数据维护阻塞阶段
10822,无效的基础产品（非债券）
10824,无效的基础产品（不在同一市场）
10826,数据被非法修改
10828,无效更新持仓数量
10836,投资者持仓不足
10838,对手方不存在
10840,买方用户不存在
10842,卖方用户不存在
10844,该做市商未授权输入报价请求
10868,重复的记录
10884,存在已分配的被托管PBU
10886,无效的托管PBU
10888,无效的产品群（不在同一市场）
10894,订单未被冻结
10896,报价未被冻结
10900,已存在冻结报价
10902,不支持的交易类型
10916,无效的场外交易交易日期
10918,被代理者权限不足
10920,品种特许权限已被分配
10924,品种未被分配给PBU
10926,品种特许权限已被分配给Subgroup
10928,品种特许权限未被分配给Subgroup
10930,不正确的市场状态
10932,产品状态资源访问授权不足
10934,被代理者处于非活动状态
10938,无效品种代码
10940,品种已经存在
10942,品种下仍然存在合约
10944,无效的持仓检查
10946,无效的会员清算代码
10948,外部系统(EAI)使用的PBUID没有配置
10952,指定的ISIN代码无效
10956,PBU已经被暂停
10958,无效合约到期月份
10960,该月期货合约已经生成
10962,无效消息长度
10964,品种不存在
10966,无效最后合约自动生成日
10968,对同一议案重复投票
10972,非法的默认缴费包类型
10978,ETF请求总量超过当日阀值
10980,无效的非交易类型
10982,无效的分配日期
10986,无效的配号规则表
10988,无效的比例配售比例
10990,无效的交割价格类型
10992,无效的承销商PBU代码
10994,无效的承销商投资者账户
11002,无效的最后交易日期（与衍生产品冲突）
11004,无效的最后交易日期（与非交易信息冲突）
11006,无效的首次交易日期（与非交易信息冲突）
11008,未填写转换价格
11012,缺少必填的信息
11018,删除承销商PBU被拒绝
11024,EzCS解密PBU密码失败
11026,无效的投资者类型
11028,无效的产品代码
11032,该产品不适用
11034,请求超出有效的时期
11036,无效的交易员代码
11038,无效的分红选择
11040,无效的份额来源/份额目的
11042,非交易类型与产品不匹配
11044,无效的持仓解冻数量
11046,无效的非交易订单价格
11048,无效的非交易订单金额
11050,投资者持仓状态不存在
11052,无效的ETF订单数量
11054,不允许ETF申购
11056,不允许ETF赎回
11058,ETF定义未找到
11060,PBU对该产品没有买权限。
11062,产品买卖标志无效。
11064,PBU对该产品没有卖权限。
11068,该PBU无权限交易此产品
11070,品种代码或到期月份不能被修改
11072,指定交易类型无效
11076,合约简称前缀重复
11078,合约产品前缀重复
11080,投资者对该产品没有买权限。
11082,投资者对该产品没有卖权限。
11084,订单买/卖方向不能修改。
11090,无效的停牌状态更改
11094,不能删除一个席位连通群组的主参与者单元.
11098,无效的最大订单数量
11100,无效的输入开始日期
11102,无效的输入结束日期
11106,无效的上市交易日
11108,无效的转换价格
11110,无效的非交易订单数量
11116,非法更新已冻结的订单
11118,修改撮合优先权无效
11122,撮合优先权和竞价数量分配方案组合无效
11124,该产品不允许输入单边报价
11126,PBU无此非交易权限
11128,投资者无此非交易权限
11130,非交易服务不可用
11132,不适用于此子类型产品
11134,投资者账号没有被授权进行权证创设和注销
11138,投资者已经是冻结状态
11140,投资者已经是解冻状态
11148,无效的检验日期
11150,无效的转换基金
11152,指定交易取消请求正在处理中
11154,政府债券担保投资者持仓不足
11156,权证担保帐户不可以被激活
11162,无效的转指定交易目标方
11166,投资者已与其他PBU存在指定交易关系
11170,无效的跨交易所代号
11172,无效的产品群代码
11174,指定的产品群中还有相关联的品种
11182,指定的产品组中还有相关联的品种
11194,可引起波动性中断的市价或市价转限价订单
11196,无效的审核标志
11202,错误的请求PBU
11204,正在计算闭市价格…
11206,无效的担保品标志
11208,无效的融资标志
11210,无效的融券标志
11212,普通帐户不允许信用交易
11214,信用帐户不允许普通交易
11218,不正确的信用标签类型
11226,没有对应的证券公司融券专用帐户
11228,无效的信用标签
11230,投资者非交易持仓不足
11236,PBU无融资买入权限
11238,PBU无融券卖出权限
11240,该时段不允许删除订单
11244,订阅一个广播流的数量限制被超出
11246,交易时间未到
11248,基准价格在上市日期前不允许被更新
11250,基准价格在目前的时段不允许被更新
11252,不允许更新有涨跌幅控制产品的价格范围
11254,券商融券专用帐户不可以激活
11258,转换基金代码不适用
11262,PBU对该产品子类型没有买权限。
11264,PBU对该产品子类型没有卖权限。
11266,投资者对该产品子类型没有买权限。
11268,投资者对该产品子类型没有卖权限。
11270,订单重传
11272,老回购不允许操作
11276,后台广播重传不可用
11278,无效的广播重传请求序号区间
11280,后台发现无效的广播记录无法重传
11282,后台广播重传出现未知错误
11284,不能在未开始的集合竞价中插入紧急停牌
11288,投资者有未处理的订单
11290,主PBU不存在
11292,主PBU不是内部PBU
11296,主PBU的主PBU不是它自身
11298,试图将现有主PBU的主PBU修改成其它PBU
11300,PBU的missid未被分配无法强制注销
11302,PBU未登录无法强制注销
12000,报表授权关系已存在
12002,报表授权关系不存在
12004,已达到最大授权PBU个数
12006,使用的PBU无权限上传对应的ETF定义文件
12008,无效的ETF类型
12010,无效的ETF定义文件日期
12012,PBU无权限下载指定报表
12014,无效的下载文件大小
12016,后台无法提供服务
12018,ETF定义文件检查错误
12020,报表PBU与授权PBU相同
12022,当前时段无法下载报表
12024,ETF产品代码错误
12026,基金公司与文件不匹配
12028,定义文件版本号小于当前版本
12032,最优五档及时成交剩余撤销市价订单对手方无未成交订单
12034,最优五档及时成交剩余转限价市价订单对手方和本方均无未成交订单
13302,连通圈已经存在
13304,产品未到上市日
13306,后台弹回请求
13310,交易时段重迭
13312,CS弹回请求
13314,ETF申购赎回失败（基金经理持仓不足）
13316,ETF申购赎回失败（投资者持仓不足）
13318,ETF申购赎回失败（现金替代比例超出）
13322,后台未配置任何广播流订阅权限
13324,无任何市场操作权限
13326,无效的IPO发行数量
13328,该操作员已经在其他地方登录
13330,无效的基本订单类型
13332,无效的订单类型和限价组合
13334,无效的订单类型和最高揭示数量组合
13336,无效的最高揭示数量
13342,订单数量小于最高揭示数量
13344,订单数量小于冰山数量的最低要求
13346,最高揭示数量小于最小最高揭示数量的最低要求
13348,无效的订单类型和交易限制组合
13350,无效的订单类型和执行限制组合
13354,无效的执行限制类型
13356,无效的交易限制类型
13358,产品和产品群交易模型不匹配
13360,不能在集合竞价时输入分销类型产品的买单
13362,更新时段太迟,无法更新
13366,尚在发行周期中的IPO不能删除
13368,当天新增的PBU不允许登录系统
13370,主席位不能为空
13374,无法登陆，交易员未激活
13378,承销商投资者帐户与PBU无指定交易关系
13380,承销商账户已被暂停
13382,EZOES参考数据为空
13384,不允许参加开盘集合竞价
13386,公共存储区域内存槽耗光
13388,公共存储区域更新请求的时间戳已过时。
13390,公共存储区域内存槽中无数据
13392,关键字查询区含有非法数据
13394,用户IP不在IP白名单内
13396,OEF权限不能在线修改
13398,禁止限价订单交易
13400,禁止市价订单交易
13402,禁止市价转限价订单交易
13404,禁止冰山订单交易
13406,禁止协商订单交易
13412,配股除权与送股除权不能在同一天进行
13416,停牌时间超出允许范围
13418,复牌时间超出允许范围
13422,开盘集合竞价不允许复牌
13424,超过集合竞价最大订单配置量
13426,撤单失败，未找到待撤订单的申报记录
13428,被撤订单输入过，但是是废单
13430,撤单失败，未找到待撤订单的订单信息（如：已被完全撮合、已撤单、订单信息有误）
13432,被撤订单本身即是撤单请求
13434,此撤单请求所包含的产品代码与订单本身不相符
13436,该证券不允许担保品买入
13438,该证券不允许融资买入
13440,该证券不允许买券还券或融券平仓
13442,该证券不允许融券卖出
13444,融券卖出申报价格低于最新成交价
13446,前台版本号不匹配
13448,该证券不允许进行担保品卖出/卖券还款/平仓卖出
13450,融券卖出不允许申报市价订单
13452,输入的请求订单掩码非法
13454,不允许撤销非交易订单
13456,ETF申赎上限超出
13458,交易主机繁忙
13460,指令操作来源无效
13462,指令持仓操作类型无效
13464,冻结/解冻操作类型无效
13466,请求类型无效
13468,过户方PBU已经被暂停
13470,无效过户方PBU的PBU代码
13472,过户方投资者帐户与过户方PBU无指定交易关系
13474,过户方投资者帐户已被暂停
13476,无效过户方投资者帐户
13478,无效的过户方投资者类型
13480,请求正在处理中
13482,ETF定义文件上传时间不合法
13484,ETFPUT业务请求消息类型不合法
13518,无效输入参数
13532,无AddIdx权限, oper:%x, proc:%x
13534,无Add权限, oper:%x, proc:%x
13536,无update权限, oper:%x, proc:%x
13538,无read权限, oper:%x, proc:%x
13540,无del data权限, oper:%x, proc:%x
13542,无del idx权限, oper:%x, proc:%x
13556,该产品开盘集合竞价禁止撤单
13562,PBU可用登录节点已用完
19030,使用的PBU无权限上传或下载对应的ZRT文件
13564,产品简称前缀非法
13594,本方最优市价订单申报无本方未成交订单
13596,对手方最优市价订单申报无对手方未成交订单
13598,超过保护价格
13600,无效的保护价格
13602,交易网关协议转换错误：无效的申报消息长度
13604,交易网关协议转换错误：无效的业务编号（BizID）
13606,交易网关协议转换错误：无效的会员内部订单编号（clOrdID）
13608,交易网关协议转换错误：无效的订单买卖方向（Side）
13610,交易网关协议转换错误：无效的价格（Price）
13612,交易网关协议转换错误：无效的订单数量（OrderQty）
13614,交易网关协议转换错误：无效的订单类型 （OrdType）
13616,交易网关协议转换错误：无效的订单有效时间类型（TimeInForce）
13618,交易网关协议转换错误：无效的信用标签（CreditTag）
13620,交易网关协议转换错误：无效的营业部代码（BranchID）
13622,交易网关协议转换错误：无效的销售人代码（Custodian）
13624,交易网关协议转换错误：无效的分红方式（DividendSelect）
13626,交易网关协议转换错误：无效的目标证券代码（DestSecurity）
13628,交易网关协议转换错误：无效指定交易注册指令（DesignationInstruction）
13630,交易网关协议转换错误：无效的指定交易注册类型（DesignationTransType）
13632,交易网关协议转换错误：无效的激活码,包含非法字符（validationCode）
19058,业务PBU与登陆PBU不为同一会员
19060,无效的业务号
19128,PBU不存在
19122,订阅关系不存在
